date,ticker,sector,open,high,low,close,volume
2026-09-03,TECHX,Technology,244.53,245.57,243.06,244.46,3304739
2026-09-04,TECHX,Technology,244.46,246.29,236.2,237.19,2454773
2026-09-07,TECHX,Technology,237.19,240.17,233.93,235.19,3545894
2026-09-08,TECHX,Technology,235.19,236.98,230.31,231.9,5186801
2026-09-09,TECHX,Technology,231.9,233.45,230.99,231.22,4263318
2023-11-23,GREENE,Energy,62.0,62.42,61.12,61.22,3237371
2023-11-24,GREENE,Energy,61.22,61.49,61.16,61.35,3245650
2023-11-27,GREENE,Energy,61.35,63.68,60.87,63.12,3186880
2023-11-28,GREENE,Energy,63.12,63.66,61.64,62.13,4865433
2023-11-29,GREENE,Energy,62.13,62.26,60.57,61.48,2868504
2023-11-30,GREENE,Energy,61.48,62.87,61.13,62.61,3243512
2023-12-01,GREENE,Energy,62.61,63.65,62.56,63.0,323334
2023-12-04,GREENE,Energy,63.0,63.92,62.13,62.81,3787396
2023-12-05,GREENE,Energy,62.81,64.23,62.27,63.36,4894542
2023-12-06,GREENE,Energy,63.36,64.59,62.72,64.45,2279802
2023-12-07,GREENE,Energy,64.45,64.81,63.22,63.52,2285830
2023-12-08,GREENE,Energy,63.52,65.1,63.32,64.95,2932605
2023-12-11,GREENE,Energy,64.95,65.1,61.76,62.84,3699133
2023-12-12,GREENE,Energy,62.84,63.97,60.82,61.32,3695139
2023-12-13,GREENE,Energy,61.32,63.22,61.02,62.74,3768650
2023-12-14,GREENE,Energy,62.74,63.78,62.33,63.06,3394218
2023-12-15,GREENE,Energy,63.06,63.61,61.14,61.21,3809103
2023-12-18,GREENE,Energy,61.21,62.54,59.17,59.99,4107015
2023-12-19,GREENE,Energy,59.99,60.21,59.47,60.09,3111398
2023-12-20,GREENE,Energy,60.09,61.07,59.91,60.39,2975582
2023-12-21,GREENE,Energy,60.39,60.86,58.13,58.34,5974789
2023-12-22,GREENE,Energy,58.34,59.66,58.09,58.95,1741395
2023-12-25,GREENE,Energy,58.95,60.38,58.9,60.12,4860389
2023-12-26,GREENE,Energy,60.12,60.88,58.45,58.75,4651223
2023-12-27,GREENE,Energy,58.75,60.25,56.94,57.17,4250376
2023-12-28,GREENE,Energy,57.17,58.67,56.96,58.43,4749440
2023-12-29,GREENE,Energy,58.43,58.63,56.39,56.49,4309985
2024-01-01,GREENE,Energy,56.49,56.5,54.74,55.99,2576617
2024-01-02,GREENE,Energy,55.99,56.97,55.96,56.47,3635252
2024-01-03,GREENE,Energy,56.47,56.56,55.66,56.14,2943853
2024-01-04,GREENE,Energy,56.14,56.86,55.85,56.78,3493385
2024-01-05,GREENE,Energy,56.78,58.6,56.19,57.54,2983572
2024-01-08,GREENE,Energy,57.54,58.63,56.83,58.0,2513750
2024-01-09,GREENE,Energy,58.0,58.41,56.82,57.72,2314385
2024-01-10,GREENE,Energy,57.72,57.83,56.55,57.17,2846934
2024-01-11,GREENE,Energy,57.17,57.69,57.12,57.52,2647038
2024-01-12,GREENE,Energy,57.52,57.68,55.09,55.97,3664771
2024-01-15,GREENE,Energy,55.97,56.57,55.33,56.22,4693784
2024-01-16,GREENE,Energy,56.22,57.28,55.85,56.45,4786170
2024-01-17,GREENE,Energy,56.45,57.54,56.33,57.26,3095108
2024-01-18,GREENE,Energy,57.26,58.59,56.25,58.52,2345722
2024-01-19,GREENE,Energy,58.52,58.68,58.32,58.35,4193608
2024-01-22,GREENE,Energy,58.35,58.42,55.4,56.32,4706932
2024-01-23,GREENE,Energy,56.32,56.53,55.81,56.25,4194702
2024-01-24,GREENE,Energy,56.25,57.63,56.18,57.33,4061451
2024-01-25,GREENE,Energy,57.33,57.77,55.78,56.62,4354325
2024-01-26,GREENE,Energy,56.62,56.8,55.25,55.9,3873214
2024-01-29,GREENE,Energy,55.9,57.32,55.31,56.37,2932085
2024-01-30,GREENE,Energy,56.37,56.99,55.89,56.09,3355778
2024-01-31,GREENE,Energy,56.09,56.47,55.39,55.92,4601101
2024-02-01,GREENE,Energy,55.92,56.23,55.21,55.45,2855665
2024-02-02,GREENE,Energy,55.45,55.82,54.39,55.34,4257111
2024-02-05,GREENE,Energy,55.34,55.64,55.29,55.43,3006722
2024-02-06,GREENE,Energy,55.43,56.18,53.71,53.73,4235098
2024-02-07,GREENE,Energy,53.73,55.17,53.5,54.67,3146015
2024-02-08,GREENE,Energy,54.67,56.59,54.62,55.52,2764975
2024-02-09,GREENE,Energy,55.52,56.21,55.17,55.98,2513433
2024-02-12,GREENE,Energy,55.98,56.43,55.46,55.89,2701689
2024-02-13,GREENE,Energy,55.89,56.08,52.49,52.99,2168192
2024-02-14,GREENE,Energy,52.99,53.04,51.21,51.83,3856157
2024-02-15,GREENE,Energy,51.83,52.04,51.07,51.28,2574672
2024-02-16,GREENE,Energy,51.28,52.09,50.06,50.24,3654523
2024-02-19,GREENE,Energy,50.24,50.42,49.74,50.17,3585427
2024-02-20,GREENE,Energy,50.17,50.52,48.56,49.0,2755935
2024-02-21,GREENE,Energy,49.0,49.22,47.31,47.73,4184649
2024-02-22,GREENE,Energy,47.73,48.81,47.25,48.59,3091670
2024-02-23,GREENE,Energy,48.59,49.17,47.41,47.92,4219565
2024-02-26,GREENE,Energy,47.92,49.51,47.75,48.71,4120932
2024-02-27,GREENE,Energy,48.71,51.01,48.04,50.73,1741927
2024-02-28,GREENE,Energy,50.73,52.27,50.56,51.4,3752726
2024-02-29,GREENE,Energy,51.4,51.79,51.3,51.6,4274949
2024-03-01,GREENE,Energy,51.6,51.91,50.38,50.73,4249044
2024-03-04,GREENE,Energy,50.73,51.78,50.19,51.57,2197475
2024-03-05,GREENE,Energy,51.57,53.87,51.23,53.14,5723588
2024-03-06,GREENE,Energy,53.14,53.39,51.24,51.58,4508215
2024-03-07,GREENE,Energy,51.58,51.93,50.0,50.62,4162357
2024-03-08,GREENE,Energy,50.62,51.36,50.24,50.9,4306390
2024-03-11,GREENE,Energy,50.9,51.66,50.71,51.64,1312603
2024-03-12,GREENE,Energy,51.64,52.53,50.08,50.66,3649290
2024-03-13,GREENE,Energy,50.66,52.18,50.58,51.6,4414099
2024-03-14,GREENE,Energy,51.6,52.97,50.83,51.63,3972619
2024-03-15,GREENE,Energy,51.63,51.99,51.29,51.49,2390902
2024-03-18,GREENE,Energy,51.49,52.59,51.21,51.73,3386576
2024-03-19,GREENE,Energy,51.73,52.84,51.56,52.34,3431465
2024-03-20,GREENE,Energy,52.34,52.68,50.98,51.53,4823596
2024-03-21,GREENE,Energy,51.53,51.55,50.92,51.33,4181557
2024-03-22,GREENE,Energy,51.33,52.88,50.93,51.97,2923165
2024-03-25,GREENE,Energy,51.97,52.51,51.87,52.21,2295220
2024-03-26,GREENE,Energy,52.21,53.4,51.78,53.05,4769003
2024-03-27,GREENE,Energy,53.05,54.26,53.02,54.19,4099400
2024-03-28,GREENE,Energy,54.19,54.21,52.34,53.37,4246821
2024-03-29,GREENE,Energy,53.37,54.1,51.74,51.9,3432239
2024-04-01,GREENE,Energy,51.9,52.03,50.67,51.33,827324
2024-04-02,GREENE,Energy,51.33,52.69,50.77,52.53,2412412
2024-04-03,GREENE,Energy,52.53,54.6,51.99,54.14,5007753
2024-04-04,GREENE,Energy,54.14,54.95,54.03,54.49,2184716
2024-04-05,GREENE,Energy,54.49,56.12,54.23,55.59,3863288
2024-04-08,GREENE,Energy,55.59,57.37,55.0,57.37,4278846
2024-04-09,GREENE,Energy,57.37,60.1,57.19,59.55,4399360
2024-04-10,GREENE,Energy,59.55,60.08,58.92,59.52,5111249
2024-04-11,GREENE,Energy,59.52,60.24,58.69,59.75,3333807
2024-04-12,GREENE,Energy,59.75,61.22,59.75,60.96,2870130
2024-04-15,GREENE,Energy,60.96,61.42,59.3,59.79,1856720
2024-04-16,GREENE,Energy,59.79,61.84,59.04,61.52,2208093
2024-04-17,GREENE,Energy,61.52,61.61,59.76,60.04,5509962
2024-04-18,GREENE,Energy,60.04,60.96,59.48,60.82,4537723
2024-04-19,GREENE,Energy,60.82,61.71,59.64,59.79,5032959
2024-04-22,GREENE,Energy,59.79,60.62,59.51,60.55,2965103
2024-04-23,GREENE,Energy,60.55,61.08,60.22,61.04,3035893
2024-04-24,GREENE,Energy,61.04,62.32,60.78,61.15,2148997
2024-04-25,GREENE,Energy,61.15,62.08,58.93,59.9,2070039
2024-04-26,GREENE,Energy,59.9,60.96,58.88,59.16,3472493
2024-04-29,GREENE,Energy,59.16,59.68,59.12,59.61,2041362
2024-04-30,GREENE,Energy,59.61,62.19,58.71,61.19,2519267
2024-05-01,GREENE,Energy,61.19,61.72,60.63,60.91,2431520
2024-05-02,GREENE,Energy,60.91,63.99,60.79,63.31,5160312
2024-05-03,GREENE,Energy,63.31,64.92,62.84,64.59,3569102
2024-05-06,GREENE,Energy,64.59,65.7,63.68,65.62,2567322
2024-05-07,GREENE,Energy,65.62,65.66,64.39,65.56,1765671
2024-05-08,GREENE,Energy,65.56,67.07,64.22,66.18,2836394
2024-05-09,GREENE,Energy,66.18,67.14,66.07,66.79,3126356
2024-05-10,GREENE,Energy,66.79,68.88,66.38,67.34,3318994
2024-05-13,GREENE,Energy,67.34,68.58,66.69,67.1,2713279
2024-05-14,GREENE,Energy,67.1,70.05,66.77,69.53,3699256
2024-05-15,GREENE,Energy,69.53,70.75,68.73,70.61,2834328
2024-05-16,GREENE,Energy,70.61,70.66,69.6,69.87,3660876
2024-05-17,GREENE,Energy,69.87,70.54,67.51,67.66,5318407
2024-05-20,GREENE,Energy,67.66,68.91,67.38,68.23,4494473
2024-05-21,GREENE,Energy,68.23,68.96,66.84,68.9,4098079
2024-05-22,GREENE,Energy,68.9,70.44,68.1,69.64,3543510
2024-05-23,GREENE,Energy,69.64,70.24,69.55,69.85,4536765
2024-05-24,GREENE,Energy,69.85,71.48,69.78,70.75,2510678
2024-05-27,GREENE,Energy,70.75,71.02,69.99,70.29,1968813
2024-05-28,GREENE,Energy,70.29,70.64,68.3,70.15,4921273
2024-05-29,GREENE,Energy,70.15,71.8,70.14,71.56,2256759
2024-05-30,GREENE,Energy,71.56,75.03,71.46,73.77,4891214
2024-05-31,GREENE,Energy,73.77,74.92,73.5,74.03,3207436
2024-06-03,GREENE,Energy,74.03,74.18,73.4,73.46,3109442
2024-06-04,GREENE,Energy,73.46,74.26,72.98,73.55,1863650
2024-06-05,GREENE,Energy,73.55,76.3,72.79,74.88,4859408
2024-06-06,GREENE,Energy,74.88,76.63,74.26,74.5,3060847
2024-06-07,GREENE,Energy,74.5,74.85,72.17,73.18,4110585
2024-06-10,GREENE,Energy,73.18,74.23,71.78,71.99,3172738
2024-06-11,GREENE,Energy,71.99,73.01,71.66,72.66,5095614
2024-06-12,GREENE,Energy,72.66,73.79,72.54,73.75,3002166
2024-06-13,GREENE,Energy,73.75,75.78,73.72,75.35,3573696
2024-06-14,GREENE,Energy,75.35,76.28,74.48,74.7,3148475
2024-06-17,GREENE,Energy,74.7,75.77,73.88,75.4,2377240
2024-06-18,GREENE,Energy,75.4,78.98,75.11,77.76,4283947
2024-06-19,GREENE,Energy,77.76,78.05,75.79,76.68,1116764
2024-06-20,GREENE,Energy,76.68,79.14,76.01,77.4,4803877
2024-06-21,GREENE,Energy,77.4,78.22,76.48,76.62,5252807
2024-06-24,GREENE,Energy,76.62,77.35,73.13,74.12,5889261
2024-06-25,GREENE,Energy,74.12,74.95,72.62,74.02,4486861
2024-06-26,GREENE,Energy,74.02,75.5,73.98,74.95,3144008
2024-06-27,GREENE,Energy,74.95,76.41,74.36,75.43,2133590
2024-06-28,GREENE,Energy,75.43,77.54,74.96,77.33,5189978
2024-07-01,GREENE,Energy,77.33,77.35,75.45,75.81,1838177
2024-07-02,GREENE,Energy,75.81,78.04,74.55,76.31,3128782
2024-07-03,GREENE,Energy,76.31,77.31,76.24,77.22,2005424
2024-07-04,GREENE,Energy,77.22,78.11,75.7,77.58,4224777
2024-07-05,GREENE,Energy,77.58,78.98,77.42,78.95,4527040
2024-07-08,GREENE,Energy,78.95,79.94,78.74,79.3,4329223
2024-07-09,GREENE,Energy,79.3,79.93,78.39,79.79,3419195
2024-07-10,GREENE,Energy,79.79,80.25,78.05,78.62,2278300
2024-07-11,GREENE,Energy,78.62,82.64,77.27,81.66,2486624
2024-07-12,GREENE,Energy,81.66,82.75,81.15,81.8,2202944
2024-07-15,GREENE,Energy,81.8,83.96,81.01,83.66,4187601
2024-07-16,GREENE,Energy,83.66,88.32,82.71,87.16,5382142
2024-07-17,GREENE,Energy,87.16,87.95,85.41,85.67,3178130
2024-07-18,GREENE,Energy,85.67,86.22,82.87,84.43,3347025
2024-07-19,GREENE,Energy,84.43,86.26,83.84,85.65,4434056
2024-07-22,GREENE,Energy,85.65,85.97,83.58,83.61,3692811
2024-07-23,GREENE,Energy,83.61,83.91,82.85,83.37,3743877
2024-07-24,GREENE,Energy,83.37,83.58,81.04,81.93,4333173
2024-07-25,GREENE,Energy,81.93,82.18,78.51,79.93,3633932
2024-07-26,GREENE,Energy,79.93,83.4,79.33,82.7,4707176
2024-07-29,GREENE,Energy,82.7,83.17,80.0,80.43,2961036
2024-07-30,GREENE,Energy,80.43,80.97,79.82,80.12,3339866
2024-07-31,GREENE,Energy,80.12,80.39,79.58,79.67,3567728
2024-08-01,GREENE,Energy,79.67,79.8,78.28,78.99,3171414
2024-08-02,GREENE,Energy,78.99,79.78,77.68,77.86,3553965
2024-08-05,GREENE,Energy,77.86,79.3,77.58,78.99,3900989
2024-08-06,GREENE,Energy,78.99,80.25,78.89,79.66,3551507
2024-08-07,GREENE,Energy,79.66,81.2,79.54,79.7,5012409
2024-08-08,GREENE,Energy,79.7,80.22,78.95,79.21,3440753
2024-08-09,GREENE,Energy,79.21,81.86,78.69,80.95,4149208
2024-08-12,GREENE,Energy,80.95,81.19,80.02,80.77,3850448
2024-08-13,GREENE,Energy,80.77,81.37,79.1,79.14,3560356
2024-08-14,GREENE,Energy,79.14,79.39,78.29,79.28,2964839
2024-08-15,GREENE,Energy,79.28,79.56,77.59,77.71,4755147
2024-08-16,GREENE,Energy,77.71,79.19,75.97,78.59,3529892
2024-08-19,GREENE,Energy,78.59,80.53,78.21,80.42,4457264
2024-08-20,GREENE,Energy,80.42,83.0,79.79,82.22,3201629
2024-08-21,GREENE,Energy,82.22,82.46,80.72,81.41,3021083
2024-08-22,GREENE,Energy,81.41,84.08,80.73,83.0,2598581
2024-08-23,GREENE,Energy,83.0,83.23,82.43,82.82,4288730
2024-08-26,GREENE,Energy,82.82,83.52,81.75,83.49,1932457
2024-08-27,GREENE,Energy,83.49,85.55,82.73,83.94,2982442
2024-08-28,GREENE,Energy,83.94,90.72,83.81,88.88,4269912
2024-08-29,GREENE,Energy,88.88,91.89,87.57,90.5,1596317
2024-08-30,GREENE,Energy,90.5,90.98,89.13,89.53,4305072
2024-09-02,GREENE,Energy,89.53,91.39,86.95,87.63,2636909
2024-09-03,GREENE,Energy,87.63,87.74,83.88,84.48,3720957
2024-09-04,GREENE,Energy,84.48,84.6,83.54,83.82,1898841
2024-09-05,GREENE,Energy,83.82,84.21,82.53,82.77,3465478
2024-09-06,GREENE,Energy,82.77,82.91,79.73,81.32,3603437
2024-09-09,GREENE,Energy,81.32,84.56,80.9,83.45,3984954
2024-09-10,GREENE,Energy,83.45,85.71,82.93,85.36,1453435
2024-09-11,GREENE,Energy,85.36,87.13,85.15,85.56,3033871
2024-09-12,GREENE,Energy,85.56,86.1,84.93,86.09,3926427
2024-09-13,GREENE,Energy,86.09,86.49,85.33,86.47,4322179
2024-09-16,GREENE,Energy,86.47,87.98,85.69,87.54,2804641
2024-09-17,GREENE,Energy,87.54,88.14,84.97,86.34,3799045
2024-09-18,GREENE,Energy,86.34,87.3,81.97,83.53,3683813
2024-09-19,GREENE,Energy,83.53,83.78,82.56,83.34,1980867
2024-09-20,GREENE,Energy,83.34,84.49,83.1,84.07,2357658
2024-09-23,GREENE,Energy,84.07,85.37,83.63,84.38,2705781
2024-09-24,GREENE,Energy,84.38,84.99,84.37,84.8,2815868
2024-09-25,GREENE,Energy,84.8,84.96,83.83,84.58,2128391
2024-09-26,GREENE,Energy,84.58,85.8,81.6,82.5,3762003
2024-09-27,GREENE,Energy,82.5,82.89,81.19,81.21,1382333
2024-09-30,GREENE,Energy,81.21,82.8,80.49,82.2,3707599
2024-10-01,GREENE,Energy,82.2,82.27,80.05,80.97,1552736
2024-10-02,GREENE,Energy,80.97,81.06,80.15,80.44,2034816
2024-10-03,GREENE,Energy,80.44,80.64,79.86,79.89,3336340
2024-10-04,GREENE,Energy,79.89,80.74,78.13,78.96,3759632
2024-10-07,GREENE,Energy,78.96,81.02,78.82,80.67,2962267
2024-10-08,GREENE,Energy,80.67,83.26,79.97,82.21,3044860
2024-10-09,GREENE,Energy,82.21,84.36,81.49,84.08,3214322
2024-10-10,GREENE,Energy,84.08,84.61,82.45,83.18,1915956
2024-10-11,GREENE,Energy,83.18,86.26,82.36,85.62,3190092
2024-10-14,GREENE,Energy,85.62,86.73,85.02,85.42,3507634
2024-10-15,GREENE,Energy,85.42,88.32,85.14,87.45,3407480
2024-10-16,GREENE,Energy,87.45,87.92,84.73,85.29,3382747
2024-10-17,GREENE,Energy,85.29,85.9,84.62,84.63,2979585
2024-10-18,GREENE,Energy,84.63,85.18,83.86,84.1,4714228
2024-10-21,GREENE,Energy,84.1,85.1,83.04,84.34,3215331
2024-10-22,GREENE,Energy,84.34,85.46,82.16,82.71,4703250
2024-10-23,GREENE,Energy,82.71,84.34,81.57,84.16,3218622
2024-10-24,GREENE,Energy,84.16,84.78,82.76,84.65,2301272
2024-10-25,GREENE,Energy,84.65,85.06,82.91,84.58,2871290
2024-10-28,GREENE,Energy,84.58,85.49,84.06,84.84,3608189
2024-10-29,GREENE,Energy,84.84,86.29,83.35,83.65,4338399
2024-10-30,GREENE,Energy,83.65,86.33,83.33,85.78,4022901
2024-10-31,GREENE,Energy,85.78,85.88,83.68,84.96,2317122
2024-11-01,GREENE,Energy,84.96,87.71,83.94,87.46,2142587
2024-11-04,GREENE,Energy,87.46,89.0,86.35,88.42,3476614
2024-11-05,GREENE,Energy,88.42,90.74,87.22,90.06,3350751
2024-11-06,GREENE,Energy,90.06,90.5,89.18,89.95,2974196
2024-11-07,GREENE,Energy,89.95,93.18,89.67,92.99,1968586
2024-11-08,GREENE,Energy,92.99,93.27,91.79,92.59,3534515
2024-11-11,GREENE,Energy,92.59,92.73,90.11,90.66,5104268
2024-11-12,GREENE,Energy,90.66,92.78,90.61,92.15,3788264
2024-11-13,GREENE,Energy,92.15,95.39,91.86,94.26,2726742
2024-11-14,GREENE,Energy,94.26,95.99,93.75,94.94,897780
2024-11-15,GREENE,Energy,94.94,95.72,93.81,94.27,3575489
2024-11-18,GREENE,Energy,94.27,95.36,93.4,93.83,2332632
2024-11-19,GREENE,Energy,93.83,98.06,93.34,97.56,3228064
2024-11-20,GREENE,Energy,97.56,97.77,96.46,97.44,3200035
2024-11-21,GREENE,Energy,97.44,99.09,96.15,96.19,4069107
2024-11-22,GREENE,Energy,96.19,96.51,94.91,95.18,1408957
2024-11-25,GREENE,Energy,95.18,99.81,94.84,98.67,2597091
2024-11-26,GREENE,Energy,98.67,99.4,98.35,99.32,3341347
2024-11-27,GREENE,Energy,99.32,101.57,98.82,100.27,2211716
2024-11-28,GREENE,Energy,100.27,104.29,97.42,102.77,2385451
2024-11-29,GREENE,Energy,102.77,105.19,102.26,103.26,2602309
2024-12-02,GREENE,Energy,103.26,107.62,101.69,106.87,3297558
2024-12-03,GREENE,Energy,106.87,107.6,101.2,103.12,3876626
2024-12-04,GREENE,Energy,103.12,103.41,97.83,99.3,4308675
2024-12-05,GREENE,Energy,99.3,99.33,97.78,97.8,3840326
2024-12-06,GREENE,Energy,97.8,98.32,93.11,95.43,2904219
2024-12-09,GREENE,Energy,95.43,95.98,94.61,94.63,1851431
2024-12-10,GREENE,Energy,94.63,94.8,92.92,92.99,2822445
2024-12-11,GREENE,Energy,92.99,93.57,91.79,92.22,3113602
2024-12-12,GREENE,Energy,92.22,97.09,90.69,95.86,4874864
2024-12-13,GREENE,Energy,95.86,96.14,94.06,94.73,3027651
2024-12-16,GREENE,Energy,94.73,98.2,93.99,97.49,2128084
2024-12-17,GREENE,Energy,97.49,99.98,94.82,95.51,4488706
2024-12-18,GREENE,Energy,95.51,96.63,95.49,96.44,2564787
2024-12-19,GREENE,Energy,96.44,97.5,95.04,96.83,3376553
2024-12-20,GREENE,Energy,96.83,98.86,96.22,98.5,6293839
2024-12-23,GREENE,Energy,98.5,98.85,97.7,98.35,3200531
2024-12-24,GREENE,Energy,98.35,99.38,97.45,99.21,3407066
2024-12-25,GREENE,Energy,99.21,102.27,98.35,101.86,3382361
2024-12-26,GREENE,Energy,101.86,103.53,100.98,103.27,3652099
2024-12-27,GREENE,Energy,103.27,103.86,101.3,101.47,3723679
2024-12-30,GREENE,Energy,101.47,102.43,98.83,99.34,2763306
2024-12-31,GREENE,Energy,99.34,99.47,96.24,96.63,3778682
2025-01-01,GREENE,Energy,96.63,98.37,95.7,96.04,2858706
2025-01-02,GREENE,Energy,96.04,97.78,94.58,97.17,1400370
2025-01-03,GREENE,Energy,97.17,99.7,96.42,99.5,3661635
2025-01-06,GREENE,Energy,99.5,101.94,98.52,101.58,4994222
2025-01-07,GREENE,Energy,101.58,101.78,100.29,101.42,2098458
2025-01-08,GREENE,Energy,101.42,103.09,101.29,102.54,3337689
2025-01-09,GREENE,Energy,102.54,103.26,98.6,99.81,4605816
2025-01-10,GREENE,Energy,99.81,100.03,99.48,99.74,4245491
2025-01-13,GREENE,Energy,99.74,99.95,98.4,99.42,2359371
2025-01-14,GREENE,Energy,99.42,103.66,97.96,102.25,3271228
2025-01-15,GREENE,Energy,102.25,103.99,101.43,101.85,2129708
2025-01-16,GREENE,Energy,101.85,101.97,99.9,100.77,3455497
2025-01-17,GREENE,Energy,100.77,102.37,99.97,101.37,4838273
2025-01-20,GREENE,Energy,101.37,102.88,99.85,100.07,3310277
2025-01-21,GREENE,Energy,100.07,103.21,99.97,102.04,3067604
2025-01-22,GREENE,Energy,102.04,102.35,101.16,101.98,3018382
2025-01-23,GREENE,Energy,101.98,104.67,101.63,103.15,3583340
2025-01-24,GREENE,Energy,103.15,105.6,100.02,100.37,3542834
2025-01-27,GREENE,Energy,100.37,100.59,99.43,99.48,4299781
2025-01-28,GREENE,Energy,99.48,100.35,98.6,99.68,2848333
2025-01-29,GREENE,Energy,99.68,101.1,99.1,100.66,3318801
2025-01-30,GREENE,Energy,100.66,101.16,100.42,100.73,1354076
2025-01-31,GREENE,Energy,100.73,101.45,99.71,99.98,2942503
2025-02-03,GREENE,Energy,99.98,102.45,98.59,101.8,3270149
2025-02-04,GREENE,Energy,101.8,102.68,100.79,100.95,3671344
2025-02-05,GREENE,Energy,100.95,101.25,99.3,100.97,2696421
2025-02-06,GREENE,Energy,100.97,101.99,100.21,101.52,2580645
2025-02-07,GREENE,Energy,101.52,101.85,98.56,100.69,2510418
2025-02-10,GREENE,Energy,100.69,100.74,99.62,99.97,3421049
2025-02-11,GREENE,Energy,99.97,104.56,97.82,102.32,3034087
2025-02-12,GREENE,Energy,102.32,105.85,99.55,104.38,4080567
2025-02-13,GREENE,Energy,104.38,105.91,103.46,104.88,2208675
2025-02-14,GREENE,Energy,104.88,105.73,104.42,105.13,439072
2025-02-17,GREENE,Energy,105.13,106.2,103.32,103.55,2818117
2025-02-18,GREENE,Energy,103.55,106.84,103.51,105.08,3916111
2025-02-19,GREENE,Energy,105.08,109.11,104.78,108.64,1748951
2025-02-20,GREENE,Energy,108.64,109.46,104.0,104.0,5446328
2025-02-21,GREENE,Energy,104.0,104.49,99.77,101.47,4034941
2025-02-24,GREENE,Energy,101.47,102.03,100.04,102.02,4401593
2025-02-25,GREENE,Energy,102.02,102.48,99.52,100.94,2102799
2025-02-26,GREENE,Energy,100.94,103.91,99.62,103.59,3544374
2025-02-27,GREENE,Energy,103.59,104.42,99.66,100.19,4579691
2025-02-28,GREENE,Energy,100.19,101.67,100.05,100.28,5010592
2025-03-03,GREENE,Energy,100.28,101.26,99.31,101.21,3426238
2025-03-04,GREENE,Energy,101.21,102.63,101.0,101.63,4063118
2025-03-05,GREENE,Energy,101.63,102.93,100.06,100.14,2458949
2025-03-06,GREENE,Energy,100.14,102.24,99.46,101.98,3139431
2025-03-07,GREENE,Energy,101.98,102.43,101.64,101.91,1210541
2025-03-10,GREENE,Energy,101.91,102.76,99.78,99.9,2928822
2025-03-11,GREENE,Energy,99.9,100.87,95.72,97.49,3468610
2025-03-12,GREENE,Energy,97.49,98.34,96.42,96.48,3603679
2025-03-13,GREENE,Energy,96.48,101.52,95.47,100.16,5056436
2025-03-14,GREENE,Energy,100.16,100.34,98.38,98.79,3512302
2025-03-17,GREENE,Energy,98.79,102.07,98.34,101.51,3188865
2025-03-18,GREENE,Energy,101.51,101.7,97.77,98.84,1967733
2025-03-19,GREENE,Energy,98.84,98.96,96.15,97.01,2626840
2025-03-20,GREENE,Energy,97.01,98.2,95.46,96.3,3843070
2025-03-21,GREENE,Energy,96.3,97.69,93.54,94.08,4335854
2025-03-24,GREENE,Energy,94.08,94.47,93.74,93.78,1464808
2025-03-25,GREENE,Energy,93.78,94.98,93.44,94.65,4196035
2025-03-26,GREENE,Energy,94.65,95.61,92.64,92.77,3126372
2025-03-27,GREENE,Energy,92.77,92.86,91.75,92.77,2031675
2025-03-28,GREENE,Energy,92.77,93.64,91.05,91.54,4216687
2025-03-31,GREENE,Energy,91.54,94.72,90.98,94.37,2448013
2025-04-01,GREENE,Energy,94.37,95.87,93.97,95.69,2689625
2025-04-02,GREENE,Energy,95.69,96.13,91.15,92.87,3354968
2025-04-03,GREENE,Energy,92.87,94.65,91.24,94.48,4466781
2025-04-04,GREENE,Energy,94.48,94.51,93.37,93.41,1719399
2025-04-07,GREENE,Energy,93.41,93.88,90.18,91.86,3445047
2025-04-08,GREENE,Energy,91.86,93.25,91.16,91.49,3763330
2025-04-09,GREENE,Energy,91.49,92.17,91.0,91.9,3741850
2025-04-10,GREENE,Energy,91.9,93.13,91.67,92.44,4269401
2025-04-11,GREENE,Energy,92.44,94.19,91.06,91.49,3279722
2025-04-14,GREENE,Energy,91.49,91.67,89.0,90.42,2743458
2025-04-15,GREENE,Energy,90.42,90.53,87.88,88.68,4133176
2025-04-16,GREENE,Energy,88.68,90.31,84.7,84.93,3079673
2025-04-17,GREENE,Energy,84.93,85.34,84.42,85.2,3260204
2025-04-18,GREENE,Energy,85.2,85.51,83.78,84.3,1854758
2025-04-21,GREENE,Energy,84.3,85.0,83.91,84.56,3828392
2025-04-22,GREENE,Energy,84.56,85.49,83.92,85.09,1866976
2025-04-23,GREENE,Energy,85.09,85.82,82.93,83.74,4335333
2025-04-24,GREENE,Energy,83.74,85.32,83.08,84.51,3556870
2025-04-25,GREENE,Energy,84.51,85.15,84.26,84.35,2692890
2025-04-28,GREENE,Energy,84.35,85.88,83.84,85.21,3183846
2025-04-29,GREENE,Energy,85.21,87.12,83.47,83.62,4077433
2025-04-30,GREENE,Energy,83.62,85.52,83.35,84.05,1044567
2025-05-01,GREENE,Energy,84.05,86.99,83.1,86.15,4623222
2025-05-02,GREENE,Energy,86.15,87.03,84.52,84.79,2523448
2025-05-05,GREENE,Energy,84.79,85.35,83.43,84.98,1010403
2025-05-06,GREENE,Energy,84.98,85.79,84.56,85.36,3756252
2025-05-07,GREENE,Energy,85.36,87.41,85.1,87.2,4044157
2025-05-08,GREENE,Energy,87.2,87.37,84.68,85.1,4306468
2025-05-09,GREENE,Energy,85.1,85.69,81.52,82.17,3941759
2025-05-12,GREENE,Energy,82.17,84.03,81.8,82.91,2737032
